NAME                                                                           VERSION                              TYPE                                     
hoopy                                                                          0.1.4                                npm                                      
hpack.js                                                                       2.1.6                                npm                                      
html-encoding-sniffer                                                          2.0.1                                npm                                      
html-entities                                                                  2.6.0                                npm                                      
html-escaper                                                                   2.0.2                                npm                                      
html-minifier-terser                                                           6.1.0                                npm                                      
html-webpack-plugin                                                            5.6.4                                npm                                      
htmlparser2                                                                    6.1.0                                npm                                      
http-deceiver                                                                  1.2.7                                npm                                      
http-errors                                                                    1.6.3                                npm                                      
http-errors                                                                    2.0.0                                npm                                      
http-parser-js                                                                 0.5.10                               npm                                      
http-proxy                                                                     1.18.1                               npm                                      
http-proxy-agent                                                               4.0.1                                npm                                      
http-proxy-middleware                                                          2.0.9                                npm                                      
httpcore                                                                       1.0.9                                python                                   
https-proxy-agent                                                              5.0.1                                npm                                      
httptools                                                                      0.7.1                                python                                   
httpx                                                                          0.28.1                               python                                   
huggingface-hub                                                                1.8.0                                python                                   
human-signals                                                                  2.1.0                                npm                                      
humanfriendly                                                                  10.0                                 python                                   
iconv-lite                                                                     0.4.24                               npm                                      
iconv-lite                                                                     0.6.3                                npm                                      
icss-utils                                                                     5.1.0                                npm                                      
idb                                                                            7.1.1                                npm                                      
identity-obj-proxy                                                             3.0.0                                npm                                      
idna                                                                           3.11                                 python                                   
ifaddr                                                                         0.2.0                                python                                   
ignore                                                                         5.3.2                                npm                                      
immediate                                                                      3.0.6                                npm                                      
immer                                                                          9.0.21                               npm                                      
import-fresh                                                                   3.3.1                                npm                                      
import-local                                                                   3.2.0                                npm                                      
imurmurhash                                                                    0.1.4                                npm                                      
inflight                                                                       1.0.6                                npm                                      
inherits                                                                       2.0.3                                npm                                      
inherits                                                                       2.0.4                                npm                                      
ini                                                                            1.3.8                                npm                                      
internal-slot                                                                  1.1.0                                npm                                      
ipaddr.js                                                                      1.9.1                                npm                                      
ipaddr.js                                                                      2.2.0                                npm                                      
is-array-buffer                                                                3.0.5                                npm                                      
is-arrayish                                                                    0.2.1                                npm                                      
is-async-function                                                              2.1.1                                npm                                      
is-bigint                                                                      1.1.0                                npm                                      
is-binary-path                                                                 2.1.0                                npm                                      
is-boolean-object                                                              1.2.2                                npm                                      
is-callable                                                                    1.2.7                                npm                                      
is-core-module                                                                 2.16.1                               npm                                      
is-data-view                                                                   1.0.2                                npm                                      
is-date-object                                                                 1.1.0                                npm                                      
is-docker                                                                      2.2.1                                npm                                      
is-extglob                                                                     2.1.1                                npm                                      
is-finalizationregistry                                                        1.1.1                                npm                                      
is-fullwidth-code-point                                                        3.0.0                                npm                                      
is-generator-fn                                                                2.1.0                                npm                                      
is-generator-function                                                          1.1.2                                npm                                      
is-glob                                                                        4.0.3                                npm                                      
is-map                                                                         2.0.3                                npm                                      
is-module                                                                      1.0.0                                npm                                      
is-negative-zero                                                               2.0.3                                npm                                      
is-number                                                                      7.0.0                                npm                                      
is-number-object                                                               1.1.1                                npm                                      
is-obj                                                                         1.0.1                                npm                                      
is-path-inside                                                                 3.0.3                                npm                                      
is-plain-obj                                                                   3.0.0                                npm                                      
is-potential-custom-element-name                                               1.0.1                                npm                                      
is-regex                                                                       1.2.1                                npm                                      
is-regexp                                                                      1.0.0                                npm                                      
is-root                                                                        2.1.0                                npm                                      
is-set                                                                         2.0.3                                npm                                      
is-shared-array-buffer                                                         1.0.4                                npm                                      
is-stream                                                                      2.0.1                                npm                                      
is-string                                                                      1.1.1                                npm                                      
is-symbol                                                                      1.1.1                                npm                                      
is-typed-array                                                                 1.1.15                               npm                                      
is-typedarray                                                                  1.0.0                                npm                                      
is-weakmap                                                                     2.0.2                                npm                                      
is-weakref                                                                     1.1.1                                npm                                      
is-weakset                                                                     2.0.4                                npm                                      
is-wsl                                                                         2.2.0                                npm                                      
isarray                                                                        1.0.0                                npm                                      
isarray                                                                        2.0.5                                npm                                      
isexe                                                                          2.0.0                                npm                                      
istanbul-lib-coverage                                                          3.2.2                                npm                                      
istanbul-lib-instrument                                                        5.2.1                                npm                                      
istanbul-lib-report                                                            3.0.1                                npm                                      
istanbul-lib-source-maps                                                       4.0.1                                npm                                      
istanbul-reports                                                               3.2.0                                npm                                      
iterator.prototype                                                             1.1.5                                npm                                      
itsdangerous                                                                   2.2.0                                python                                   
jackspeak                                                                      3.4.3                                npm                                      
jake                                                                           10.9.4                               npm                                      
jest                                                                           27.5.1                               npm                                      
jest-changed-files                                                             27.5.1                               npm                                      
jest-circus                                                                    27.5.1                               npm                                      
jest-cli                                                                       27.5.1                               npm                                      
jest-config                                                                    27.5.1                               npm                                      
jest-diff                                                                      27.5.1                               npm                                      
jest-docblock                                                                  27.5.1                               npm                                      
jest-each                                                                      27.5.1                               npm                                      
jest-environment-jsdom                                                         27.5.1                               npm                                      
jest-environment-node                                                          27.5.1                               npm                                      
jest-get-type                                                                  27.5.1                               npm                                      
jest-haste-map                                                                 27.5.1                               npm                                      
jest-jasmine2                                                                  27.5.1                               npm                                      
jest-leak-detector                                                             27.5.1                               npm                                      
jest-matcher-utils                                                             27.5.1                               npm                                      
jest-message-util                                                              27.5.1                               npm                                      
jest-message-util                                                              28.1.3                               npm                                      
jest-mock                                                                      27.5.1                               npm                                      
jest-pnp-resolver                                                              1.2.3                                npm                                      
jest-regex-util                                                                27.5.1                               npm                                      
jest-regex-util                                                                28.0.2                               npm                                      
jest-resolve                                                                   27.5.1                               npm                                      
jest-resolve-dependencies                                                      27.5.1                               npm                                      
jest-runner                                                                    27.5.1                               npm                                      
jest-runtime                                                                   27.5.1                               npm                                      
jest-serializer                                                                27.5.1                               npm                                      
jest-snapshot                                                                  27.5.1                               npm                                      
jest-util                                                                      27.5.1                               npm                                      
jest-util                                                                      28.1.3                               npm                                      
jest-validate                                                                  27.5.1                               npm                                      
jest-watch-typeahead                                                           1.1.0                                npm                                      
jest-watcher                                                                   27.5.1                               npm                                      
jest-watcher                                                                   28.1.3                               npm                                      
jest-worker                                                                    26.6.2                               npm                                      
jest-worker                                                                    27.5.1                               npm                                      
jest-worker                                                                    28.1.3                               npm                                      
jinja2                                                                         3.1.6                                python                                   
jiter                                                                          0.13.0                               python                                   
jiti                                                                           1.21.7                               npm                                      
jmespath                                                                       1.1.0                                python                                   
joblib                                                                         1.5.3                                python                                   
jotai                                                                          2.18.1                               npm                                      
js-tokens                                                                      4.0.0                                npm                     (+1 duplicate)   
js-yaml                                                                        3.14.1                               npm                                      
js-yaml                                                                        4.1.0                                npm                                      
jsdom                                                                          16.7.0                               npm                                      
jsesc                                                                          3.1.0                                npm                     (+1 duplicate)   
json-buffer                                                                    3.0.1                                npm                                      
json-parse-even-better-errors                                                  2.3.1                                npm                                      
json-schema                                                                    0.4.0                                npm                                      
json-schema-traverse                                                           0.4.1                                npm                                      
json-schema-traverse                                                           1.0.0                                npm                                      
json-stable-stringify-without-jsonify                                          1.0.1                                npm                                      
json5                                                                          1.0.2                                npm                                      
json5                                                                          2.2.3                                npm                     (+1 duplicate)   
jsonfile                                                                       6.2.0                                npm                                      
jsonpath                                                                       1.1.1                                npm                                      
jsonpointer                                                                    5.0.1                                npm                                      
jsx-ast-utils                                                                  3.3.5                                npm                                      
keyv                                                                           4.5.4                                npm                                      
kind-of                                                                        6.0.3                                npm                                      
kleur                                                                          3.0.3                                npm                                      
klona                                                                          2.0.6                                npm                                      
language-subtag-registry                                                       0.3.23                               npm                                      
language-tags                                                                  1.0.9                                npm                                      
launch-editor                                                                  2.11.1                               npm                                      
leven                                                                          3.1.0                                npm                                      
levn                                                                           0.3.0                                npm                                      
levn                                                                           0.4.1                                npm                                      
lie                                                                            3.1.1                                npm                                      
lilconfig                                                                      2.1.0                                npm                                      
lilconfig                                                                      3.1.3                                npm                                      
lines-and-columns                                                              1.2.4                                npm                                      
ljharb/actions/.github/workflows/node.yml                                      main                                 github-action-workflow  (+3 duplicates)  
ljharb/actions/.github/workflows/pretest.yml                                   main                                 github-action-workflow  (+1 duplicate)   
ljharb/actions/.github/workflows/rebase.yml                                    main                                 github-action-workflow  (+1 duplicate)   
ljharb/rebase                                                                  master                               github-action                            
ljharb/require-allow-edits                                                     main                                 github-action           (+1 duplicate)   
llvmlite                                                                       0.46.0                               python                                   
loader-runner                                                                  4.3.0                                npm                                      
loader-utils                                                                   2.0.4                                npm                                      
loader-utils                                                                   3.3.1                                npm                                      
localforage                                                                    1.10.0                               npm                                      
locate-path                                                                    3.0.0                                npm                                      
locate-path                                                                    5.0.0                                npm                                      
locate-path                                                                    6.0.0                                npm                                      
lodash                                                                         4.17.21                              npm                                      
lodash.debounce                                                                4.0.8                                npm                                      
lodash.memoize                                                                 4.1.2                                npm                                      
lodash.merge                                                                   4.6.2                                npm                                      
lodash.sortby                                                                  4.7.0                                npm                                      
lodash.throttle                                                                4.1.1                                npm                                      
lodash.uniq                                                                    4.5.0                                npm                                      
loguru                                                                         0.7.3                                python                                   
loose-envify                                                                   1.4.0                                npm                                      
lower-case                                                                     2.0.2                                npm                                      
lru-cache                                                                      10.4.3                               npm                                      
lru-cache                                                                      5.1.1                                npm                     (+1 duplicate)   
magic-string                                                                   0.25.9                               npm                                      
make-dir                                                                       3.1.0                                npm                                      
make-dir                                                                       4.0.0                                npm                                      
makeerror                                                                      1.0.12                               npm                                      
markdown                                                                       3.10.2                               python                                   
markdown-it-py                                                                 4.0.0                                python                                   
markupsafe                                                                     3.0.3                                python                                   
math-intrinsics                                                                1.1.0                                npm                                      
mdn-data                                                                       2.0.14                               npm                                      
mdn-data                                                                       2.0.4                                npm                                      
mdurl                                                                          0.1.2                                python                                   
media-typer                                                                    0.3.0                                npm                                      
memfs                                                                          3.5.3                                npm                                      
merge-descriptors                                                              1.0.3                                npm                                      
merge-stream                                                                   2.0.0                                npm                                      
merge2                                                                         1.4.1                                npm                                      
methods                                                                        1.1.2                                npm                                      
micromatch                                                                     4.0.8                                npm                                      
mime                                                                           1.6.0                                npm                                      
mime-db                                                                        1.52.0                               npm                                      
mime-types                                                                     2.1.35                               npm                                      
mimic-fn                                                                       2.1.0                                npm                                      
mini-css-extract-plugin                                                        2.9.4                                npm                                      
minimalistic-assert                                                            1.0.1                                npm                                      
minimatch                                                                      3.1.2                                npm                                      
minimatch                                                                      5.1.6                                npm                                      
minimatch                                                                      9.0.5                                npm                                      
minimist                                                                       1.2.8                                npm                                      
minipass                                                                       7.1.2                                npm                                      
mkdirp                                                                         0.5.6                                npm                                      
mpmath                                                                         1.3.0                                python                                   
ms                                                                             2.0.0                                npm                                      
ms                                                                             2.1.3                                npm                     (+1 duplicate)   
multicast-dns                                                                  7.2.5                                npm                                      
multidict                                                                      6.7.1                                python                                   
mz                                                                             2.7.0                                npm                                      
nanoid                                                                         3.3.11                               npm                     (+1 duplicate)   
natural-compare                                                                1.4.0                                npm                                      
natural-compare-lite                                                           1.4.0                                npm                                      
negotiator                                                                     0.6.3                                npm                                      
negotiator                                                                     0.6.4                                npm                                      
neo-async                                                                      2.6.2                                npm                                      
networkx                                                                       3.6.1                                python                                   
next                                                                           16.1.6                               npm                                      
nltk                                                                           3.9.4                                python                                   
no-case                                                                        3.0.4                                npm                                      
node-forge                                                                     1.3.1                                npm                                      
node-int64                                                                     0.4.0                                npm                                      
node-releases                                                                  2.0.23                               npm                                      
node-releases                                                                  2.0.36                               npm                                      
normalize-path                                                                 3.0.0                                npm                                      
normalize-range                                                                0.1.2                                npm                                      
normalize-url                                                                  6.1.0                                npm                                      
npm-run-path                                                                   4.0.1                                npm                                      
nth-check                                                                      1.0.2                                npm                                      
nth-check                                                                      2.1.1                                npm                                      
numba                                                                          0.64.0                               python                                   
numpy                                                                          2.4.3                                python                                   
nwsapi                                                                         2.2.22                               npm                                      
object-assign                                                                  4.1.1                                npm                                      
object-hash                                                                    3.0.0                                npm                                      
object-inspect                                                                 1.13.4                               npm                                      
object-keys                                                                    1.1.1                                npm                                      
object.assign                                                                  4.1.7                                npm                                      
object.entries                                                                 1.1.9                                npm                                      
object.fromentries                                                             2.0.8                                npm                                      
object.getownpropertydescriptors                                               2.1.8                                npm                                      
object.groupby                                                                 1.0.3                                npm                                      
object.values                                                                  1.2.1                                npm                                      
obuf                                                                           1.1.2                                npm                                      
on-finished                                                                    2.4.1                                npm                                      
on-headers                                                                     1.1.0                                npm                                      
once                                                                           1.4.0                                npm                                      
onetime                                                                        5.1.2                                npm                                      
onnxruntime                                                                    1.23.2                               python                                   
open                                                                           8.4.2                                npm                                      
openai                                                                         2.30.0                               python                                   
opencv-python                                                                  4.13.0.92                            python                                   
optionator                                                                     0.8.3                                npm                                      
optionator                                                                     0.9.4                                npm                                      
own-keys                                                                       1.0.1                                npm                                      
p-limit                                                                        2.3.0                                npm                                      
p-limit                                                                        3.1.0                                npm                                      
p-locate                                                                       3.0.0                                npm                                      
p-locate                                                                       4.1.0                                npm                                      
p-locate                                                                       5.0.0                                npm                                      
p-retry                                                                        4.6.2                                npm                                      
p-try                                                                          2.2.0                                npm                                      
package-json-from-dist                                                         1.0.1                                npm                                      
packaging                                                                      26.0                                 python                                   
param-case                                                                     3.0.4                                npm                                      
parent-module                                                                  1.0.1                                npm                                      
parse-json                                                                     5.2.0                                npm                                      
